event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SLV3671,2022-07-07,2022,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of El Salvador (2019-)",,1,"Unidentified Gang (El Salvador)",,3,13,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,3,"Civil National Police of El Salvador",National,"On 7 July 2022, in San Salvador department, San Salvador, police forces arrested at least 26 members of unidentified gangs in Soyapango, Ilopango, and San Martin municipalities, as part of the so-called 'War on Gangs' operation. The arrests were carried out after the entry into force of the State of Exception approved by the Legislative Assembly at the request of President Bukele.",0,,1753971909,10719,13310,15886,
SLV3672,2022-07-08,2022,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of El Salvador (2019-)",,1,"Civilians (El Salvador)","Former Government of El Salvador (2019-)",7,17,,222,"Central America","El Salvador",Usulutan,Usulutan,,Usulutan,13.3500,-88.4500,1,"Diario Co Latino",National,"On 8 July 2022, in Usulutan, Usulutan, police forces arrested the former mayor of Usulutan under the charges of collaborating with the Mara Salvatrucha and the Criminal Gangster Locos Salvatruchos gang. He was arrested under similar charges in 2017. This arrest was part of the so-called 'War on Gangs' operation and was carried out after the entry into force of the State of Exception approved by the Legislative Assembly at the request of President Bukele.",0,,1688154673,7230,28673,57245,
SLV3673,2022-07-08,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Labor Group (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Martin",,"San Martin",13.7386,-89.0549,1,"La Prensa Grafica",National,"On 8 July 2022, in San Martin, San Salvador, solid waste and municipal workers staged a protest against authorities and closed the access to the General Service office. Protesters argued there did not have work tools, and uniforms. The labor union of workers of the local city hall participated in the protest.",0,"crowd size=no report",1729632813,14140,44243,39761,14140
SLV3676,2022-07-08,2022,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of El Salvador (2019-)","Military Forces of El Salvador (2019-)",1,"Civilians (El Salvador)","Government of El Salvador (2019-); Labor Group (El Salvador)",7,17,,222,"Central America","El Salvador","San Salvador","San Martin",,"San Martin",13.7386,-89.0549,1,"Diario Co Latino",National,"On 8 July 2022, in San Martin, San Salvador, police and military forces arrested a Ciudad Delgado city hall employee and member of the Union of Workers of the Ciudad Delgado City Hall (SETRAMCID) as part of the so-called 'War on Gangs' operation. He was arrested after participating in a protest (coded separately).",0,,1729632813,14140,44243,39761,
SLV3674,2022-07-10,2022,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2019-)","Military Forces of El Salvador (2019-)",1,13,,222,"Central America","El Salvador",Sonsonate,"San Antonio del Monte",,"San Antonio del Monte",13.7164,-89.7383,2,"La Prensa Grafica; El Mundo (El Salvador); Diario 1; Civil National Police of El Salvador",National,"On 10 July 2022, in San Antonio del Monte municipality, Sonsonate, there was an armed clash between members of the Mara Salvatrucha and members of the police and military forces in the La Lechera caserio in El Castano canton. The clash began after at least three gang member opened fire on police and military forces as the latter discovered a gang-camp. Security forces repelled the attack, and as a result, three gang members were killed and ten were arrested. No more details are provided by the sources. 3 fatalities.",3,,1658168380,28491,27356,30444,30444
SLV3682,2022-07-11,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Salvador.com",National,"On 11 July 2022, in San Salvador, San Salvador, members of social organizations staged a protest outside the Supreme Court of Justice in the city center. People protested against a resolution adopted in September 2021 by which President Bukele could run for re-election in 2024. Protesters argued that the deputies of New Ideas political party have promoted the re-election of President Bukele even though the National Constitution bans re-election. The National Alliance Salvador in Peace, and the National Alliance of Dismissed Public Employee participated in the protest.",0,"crowd size=no report",1658168380,10719,13310,15886,10719
SLV3681,2022-07-12,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Women (El Salvador)",6,,,0,60,,222,"Central America","El Salvador",Sonsonate,Sonsonate,,Sonsonate,13.7189,-89.7242,1,"La Prensa Grafica; Diario Co Latino",National,"On 12 July 2022, in Sonsonate, Sonsonate, members of the Table for the Sustainability of the Territories of Sonsonate (Mesutso) marched in protest on the occasion of the entry into force of the General Law on Water Resources. Protesters argued that the new law does not protect the water resources and was approved without enough evidence. Protesters included environmental, women and human rights organizations, as well as Maquilishuat Foundation (FUMA).",0,"crowd size=no report",1658168380,20968,22980,22984,20968
SLV3683,2022-07-12,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Salvador.com",National,"On 12 July 2022, in San Salvador, San Salvador, more than 30 people, relatives of arrested under the state of exception, staged a protest at the Salvador del Mundo square park to demand justice for their loved ones. Protesters demanded the release of arbitrary arrested.",0,"crowd size=more than 30",1658168380,10719,13310,15886,10719
SLV3675,2022-07-13,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Military Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Chalatenango,"Nueva Concepcion",,"Laguna Seca",14.1332,-89.3377,1,"Civil National Police of El Salvador; Diario 1; Diario Co Latino; El Mundo (El Salvador); El Salvador.com; La Prensa Grafica",National,"On 13 July 2022, Laguna Seca, Nueva Concepcion, Chalatenango, there was an armed clash between at least 10 members of an unidentified gang and military officers. The gang members opened fire on the military officers, who were patrolling an area. The officers repelled the attack and in the shooting, one military officer was shot and injured. He died later in the hospital. At least one of the gang members was arrested moments later. No more details are provided by the sources. The motivation of the armed clash is unknown. 1 fatality.",1,,1753971909,310,362,393,393
SLV3680,2022-07-14,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Labor Group (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Salvador.com",National,"On 14 July 2022, in San Salvador, San Salvador, people staged a protest outside the San Francisco Parrish to demand that authorities provide compensation to the relatives of the health workers who died of coronavirus during the coronavirus pandemic. Protesters included affiliated members with the health workers' union (SITRASALUD). Demonstrators argued that the government has not yet complied with the decree that establishes the abovementioned compensation.",0,"crowd size=no report",1658168380,10719,13310,15886,10719
SLV3689,2022-07-16,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)","Military Forces of El Salvador (2019-)",1,13,,222,"Central America","El Salvador",Usulutan,Jiquilisco,,Jiquilisco,13.3167,-88.5833,1,"Civil National Police of El Salvador",National,"On 16 July 2022, in Jiquilisco, Usulutan, there was an armed clash between members of an unidentified gang and members of the police and military forces. The clash began after a gang member opened fire on police and military forces, and as a result, one gang member was killed. No more details are provided by the sources. 1 fatality.",1,,1753971909,580,1227,3712,3712
SLV3687,2022-07-17,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Mundo (El Salvador); Diario Co Latino",National,"On 17 July 2022, in San Salvador, San Salvador, civil society members staged a demonstration on the occasion of the World Day for International Justice at the Cathedral of San Salvador to demand that authorities provided redress to victims of the so-called civil war. Demonstrators included members of the Working Commission on Human Rights Pro-Historical Memory of El Salvador.",0,"crowd size=no report",1658762709,10719,13310,15886,10719
SLV3688,2022-07-17,2022,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of El Salvador (2019-)",,1,"Civilians (El Salvador)","Nahuas Indigenous Group (El Salvador)",7,17,,222,"Central America","El Salvador",Sonsonate,"San Antonio del Monte",,"San Antonio del Monte",13.7164,-89.7383,2,"Diario Co Latino",National,"On 17 July 2022, in San Antonio del Monte municipality, police authorities arrested in San Ramon County a Nahuas indigenous group member, Pipil spiritual leader and member of the National Indigenous Association Mother Land (ANIMATE). He was arrested together with five of his sons as part of the so-called 'War on Gangs' operation. The spiritual leader was a released later on that day.",0,,1658762709,28491,27356,30444,
SLV3685,2022-07-18,2022,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Ahuachapan,Atiquizaya,,Atiquizaya,13.9769,-89.7525,1,"Civil National Police of El Salvador",National,"On 18 July 2022, in Atiquizaya, Ahuachapan, there was an armed clash between a member of the Mara Salvatrucha and military officers. The gang member opened fire on the police officers, who were patrolling an area. The officers repelled the attack, and, in the shooting, one gang member was shot and injured. No more details are provided by the source. The motivation of the armed clash is unknown. 1 injured.",0,,1658762709,5784,11296,11577,11577
SLV3691,2022-07-19,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Salvador.com; Diario Co Latino; La Prensa Grafica",National,"On 19 July 2022, in San Salvador, San Salvador, more than 300 relatives of arrested under the state of exception, staged a protest at the Salvador del Mundo square park to demand justice for their loved ones and ended their demonstration at the Presidential House. Protesters demanded the release of arbitrary arrested.",0,"crowd size=more than 300",1658762709,10719,13310,15886,10719
SLV3690,2022-07-19,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","La Libertad","La Libertad",,"La Libertad",13.4901,-89.3129,2,"Diario Co Latino",National,"On 19 July 2022, in La Libertad municipality, La Libertad, inhabitants of El Cimarron canton staged a protest and blocked the road to prevent trucks from a local company continue eroding the local road.",0,"crowd size=no report",1658762709,1643,3852,6062,1643
SLV3692,2022-07-21,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","La Paz","San Luis la Herradura",,"Coast of San Rafael Tasajera",13.2749,-88.8798,2,"Diario 1; El Mundo (El Salvador)",National,"On 21 July 2022, Coast of San Rafael Tasajera, San Luis La Herradura, La Paz, there was an armed clash between police forces and members of an unidentified gang off the coast of Tasajera Island. The police forces were patrolling the area and found a boat two miles away from the coast, as they approached the boat they were attacked by unidentified shooters. The agents repelled the attack, and the unidentified attackers fled the scene. There were no fatalities. Authorities seized 10 packages of cocaine and two guns.",0,,1753971909,116,1440,1664,1664
SLV3693,2022-07-21,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Labor Group (El Salvador); MTP: National Police Worker's Movement; Police Forces of El Salvador (2019-)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 21 July 2022, in San Salvador, San Salvador, labor union members affiliated with the National Alliance for Peace in El Salvador staged a protest against the fourth extension of the State of Exception. Protesters gathered in front of the Supreme Court of Justice. The MTP participated in the protest.",0,"crowd size=no report",1658762709,10719,13310,15886,10719
SLV3696,2022-07-24,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Miguel","San Miguel",,"San Miguel",13.4833,-88.1833,1,"Civil National Police of El Salvador",National,"On 24 July 2022, in San Miguel, San Miguel, there was an armed clash between at least one member of an unidentified gang and police officers. As a result, one gang member was killed. The source does not provide detail of the clash, or its motivation. 1 fatality.",1,,1753971909,19177,65670,112275,112275
SLV3697,2022-07-26,2022,1,"Political violence",Riots,"Mob violence","Rioters (El Salvador)","Vigilante Group (El Salvador)",5,"Civilians (El Salvador)",,7,57,"Civilian targeting",222,"Central America","El Salvador",Cuscatlan,Cojutepeque,,Cojutepeque,13.7167,-88.9333,2,"La Prensa Grafica; Diario 1",National,"On 26 July 2022, in Cojutepeque municipality, Cuscatlan, at least three people killed a man and attempted to lynch another after the latter tried to rob from them in a bus on the 116 route at the height of the Ojo de Agua canton. The two men got into a bus, pulled a gun, and tried to rob passengers. One of the passengers pulled a gun and shot him dead. The rest of the passengers held the second man and beat him. Three of the passengers were also injured. 1 fatality, 4 injured.",1,"crowd size=at least 3",1659371211,18938,39638,49547,39638
SLV3698,2022-07-26,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica; El Mundo (El Salvador); Diario Co Latino",National,"On 26 July 2022, in San Salvador, San Salvador, around 400 of relatives of people arrested under the state of exception and members of the Independent Movement, staged a protest at the Don Rua de San Salvador roundabout and marched to the Office of the General Solicitor for Human Rights. Protesters asked the General Solicitor to revise the cases involving innocent detainees and demanded the release of arbitrary arrested.",0,"crowd size=around 400",1659371211,10719,13310,15886,10719
SLV3699,2022-07-27,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Labor Group (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 27 July 2022, in San Salvador, San Salvador, people staged a protest at the Legislative Assembly and demanded that the government provides compensation to the dismissed employees. Protesters added that the current government has dismissed 14,000 people. Members of the Movement of Dismissed Workers and the National Resistance and Rebellion Bloc participated in the protest.",0,"crowd size=no report",1659371212,10719,13310,15886,10719
SLV3694,2022-07-28,2022,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Sonsonate,Juayua,,Juayua,13.8414,-89.7456,1,"Civil National Police of El Salvador",National,"On 28 July 2022, in Juayua, Sonsonate, there was an armed clash between at least one member of the Mara Salvatrucha and police officers. As a result, one gang member was killed. The source does not provide detail of the clash, or its motivation. 1 fatality.",1,,1659371211,7077,7045,7281,7281
SLV3700,2022-07-28,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Labor Group (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","Santa Ana",Chalchuapa,,Chalchuapa,13.9867,-89.6811,1,"La Prensa Grafica",National,"On 28 July 2022, in Chalchuapa, Santa Ana, members of the Chalchuapaneco Municipal Workers Union (SICHALTRAMU) and Chalchuapa City Hall Union Association (ASITRAMUCHAL) staged a protest outside the municipality to demand the payment of the annual bonus.",0,"crowd size=no report",1659371212,25082,44185,45130,25082
SLV3701,2022-07-29,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Foro del Agua",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"On 29 July 2022, in San Salvador, San Salvador, members of the Community Water Boards, ADESCOS and social organizations affiliated with the Foro del Agua staged a protest outside the Salvadoran Water Authority. Protesters demanded a canon exemption and recognition of their social interest.",0,"crowd size=no report",1659371211,10719,13310,15886,10719
SLV3706,2022-07-30,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Students (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 30 July 2022, in San Salvador, San Salvador, around 800 students staged a protest on the occasion of the massacre of Salvadoran students of 1975. People demanded justice for the 1975 massacre and protested against the state of emergency, and the attempts of intervention in universities by the government.",0,"crowd size=around 800",1659976736,10719,13310,15886,10719
SLV3707,2022-07-31,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 31 July 2022, in San Salvador, San Salvador, dozens of relatives of people arrested under the state of exception staged a protest at the Salvador del Mundo Square Park and marched to the Presidential House. Protesters asked the President to revise the cases involving innocent detainees and demanded the release of arbitrary arrested.",0,"crowd size=dozens",1659976736,10719,13310,15886,10719
SLV3702,2022-08-03,2022,1,"Political violence",Battles,"Armed clash","B-18: Barrio-18",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Salvador",Apopa,,Apopa,13.8072,-89.1792,1,"El Mundo (El Salvador); El Salvador.com; La Prensa Grafica",National,"On 3 August 2022, in Apopa, San Salvador, there was an armed clash between members of Barrio 18 and police officers. The police officers were chasing the gang members on the Troncal del Norte highway. As a result of the clash, one police officer was injured, and one bystander was shot and killed. The two gang members were arrested moments later. 1 fatality, 1 injured.",1,,1659976736,2574,2574,2574,2574
SLV3703,2022-08-03,2022,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","La Libertad","San Jose Villanueva",,"San Jose Villanueva",13.5781,-89.2653,2,"La Prensa Grafica; Civil National Police of El Salvador; El Salvador.com; El Mundo (El Salvador)",National,"On 3 August 2022, in San Jose Villanueva municipality, La Libertad, there was an armed clash between at least five members of the Mara Salvatrucha and special forces of the Salvadoran police in a gang-camp in an area known as El Casco in Escalon canton. There is no information on how the armed clash started, but in the shooting, two gang members were shot and killed and one was injured. Three gang members were arrested. No more details are provided by the source. The motivation of the armed clash is unknown. 2 fatalities, 1 injured.",2,,1659976736,4913,7960,9690,9690
SLV3704,2022-08-03,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Military Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador",Chalatenango,"Nueva Concepcion",,"Nueva Concepcion",14.1281,-89.2895,2,"La Prensa Grafica",National,"On 3 August 2022, in Nueva Concepcion municipality, Chalatenango, there was an armed clash between members of an unidentified gang and military forces in the Sunapa canton. There is no information on the details of the clash. Two gang members were arrested, and several firearms were seized. There were no fatalities.",0,,1753971909,2037,8696,11633,11633
SLV3705,2022-08-04,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","La Libertad","San Jose Villanueva",,"San Jose Villanueva",13.5781,-89.2653,2,"El Salvador.com",National,"On 4 August 2022, in San Jose Villanueva municipality, La Libertad, there was an armed clash between a gang member and police officers in El Amate caserio. The gang member opened fire on the police officers, who repelled the attack and shot him dead. One police officer was injured. Two more people were arrested. 1 fatality, 1 injured.",1,,1753971909,4913,7960,9690,9690
SLV3711,2022-08-09,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica; El Salvador.com; El Mundo (El Salvador)",National,"On 9 August 2022, in San Salvador, San Salvador, dozens of people, including relatives of arrested under the state of exception, staged a protest and walked from the Constitution Monument to the Salvador del Mundo square park to demand justice for their loved ones. Protesters demanded the release of arbitrary arrested. The Independent Movement and the Popular Resistance and Rebellion Block participated in the protest.",0,"crowd size=dozens",1660572136,10719,13310,15886,10719
SLV3710,2022-08-09,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","La Libertad","San Jose Villanueva",,"San Jose Villanueva",13.5781,-89.2653,1,"Diario 1",National,"On 9 August 2022, in San Jose Villanueva, San Jose Villanueva, La Libertad, there was an armed clash between at least one member of an unidentified gang and police officers in colonia La Fortaleza. The clash began after at least one gang member opened fire on the police officials. As a result, one gang member was shot and killed. The source provides no more details. 1 fatality.",1,,1753971909,4913,7960,9690,9690
SLV3712,2022-08-10,2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad",Teotepeque,,Teotepeque,13.5853,-89.5183,2,"El Mundo (El Salvador)",National,"On 10 August 2022, in Teotepeque municipality, La Libertad, 11 members of an unidentified gang killed two men in La Sabana caserio, in El Paraiso canton. The attackers were dressed in police clothes and attacked the victims with bladed weapons. The source indicates that the attackers were looking for guns. No more detail is provided by the source. The motivation of the attack is unknown. 2 fatalities.",2,,1754411177,5468,6629,7401,7401
SLV3718,2022-08-13,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Vicente",Apastepeque,,Apastepeque,13.6667,-88.7833,2,"Civil National Police of El Salvador; El Salvador.com",National,"On 13 August 2022, in Apastepeque municipality, San Vicente, there was an armed clash between members of an unidentified gang and police officers in the San Faustino caserio. The gang members opened fire on police officers, after the latter discovered a gang-camp. The police officers repelled the attack and shot and killed two gang members. One police officer was injured. 2 fatalities, 1 injured.",2,,1753971909,6674,14523,48358,48358
SLV3719,2022-08-16,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","MOVIR: Movement of Victims of the Regime",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 16 August 2022, in San Salvador, San Salvador, people, including relatives of people arrested under the state of exception, staged a protest at the Legislative Assembly facilities. Protesters demanded the release of those arbitrarily arrested. Police officers were deployed in the area and barricades were placed by police officers to prevent protesters from reaching the Legislative Assembly. No violent interactions were reported. Members of the Movement of the Victims of the Regime (MOVIR) participated in the protest.",0,"crowd size=no report",1663001497,10719,13310,15886,10719
SLV3720,2022-08-19,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","Santa Ana","Santa Ana",,"Santa Ana",13.9942,-89.5597,2,"Civil National Police of El Salvador",National,"On 19 August 2022, in Santa Ana municipality, Santa Ana, there was an armed clash between members of an unidentified gang and police officers in the Las Mesas caserio, in Ayutica canton. The clash began after at least one gang member opened fire on the police officials. As a result, two gang members were shot and killed. The source does not provide more details. 2 fatalities.",2,,1753971909,20921,67945,109745,109745
SLV3721,2022-08-19,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of El Salvador (2019-)",,1,"Unidentified Gang (El Salvador)",,3,13,,222,"Central America","El Salvador",Sonsonate,Acajutla,,"Coast of Acajutla",13.5705,-89.9244,2,"El Salvador.com; La Prensa Grafica",National,"Property destruction: On 19 August 2022, off the Coast of Acajutla, Sonsonate, military forces seized 2,2 tons of cocaine that were transported in one low profile vessel (LPV) some 833 km from the coast. Seven people were arrested.",0,,1758750210,,,,
SLV3722,2022-08-21,2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Salvador",Ilopango,,Changallo,13.6761,-89.1136,1,"Civil National Police of El Salvador; Diario 1; El Mundo (El Salvador)",National,"On 21 August 2022, in Changallo, Ilopango, there was an armed clash between members of an unidentified gang and police officers. The gang members opened fire on the police officers, after the latter discovered a gang-camp. The police officers repelled the attack and shot and killed one gang member. 1 fatality.",1,,1753971909,2627,7137,8891,8891
SLV3723,2022-08-22,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","MOVIR: Movement of Victims of the Regime",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 22 August 2022, in San Salvador, San Salvador, members of MOVIR staged a protest outside the hotel where the Human Rights Iberoamerican Summit was taken place to denounce human rights violations committed during the State of Exception.",0,"crowd size=no report",1663001497,10719,13310,15886,10719
SLV3725,2022-08-23,2022,1,"Political violence",Battles,"Armed clash","B-18 (R): Barrio-18 (Revolucionarios)",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Salvador",Nejapa,,Camotepeque,13.8333,-89.2000,1,"Civil National Police of El Salvador; Diario 1",National,"On 23 August 2022, in Camotepeque, Nejapa, San Salvador, there was an armed clash between at least one member of the Barrio-18 Revolucionarios and police officers. The gang member opened fire on the police officers, who repelled the attack and shot and killed him. 1 fatality.",1,,1663001495,62,4446,4491,4491
SLV3726,2022-08-23,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Former Military Forces of El Salvador (2019-)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica; El Salvador.com",National,"On 23 August 2022, in San Salvador, San Salvador, former members of the military and war veterans staged a protest and marched to the Ministry of Finance. Protesters demanded that authorities reallocate 40 million dollars that was diverted from the Budget of the Institute of Veterans. Members of the Alliance of El Salvador in Peace participated in the protest.",0,"crowd size=dozens",1663001495,10719,13310,15886,10719
SLV3724,2022-08-23,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador",Apopa,,Apopa,13.8072,-89.1792,1,"La Prensa Grafica",National,"On 23 August 2022, in Apopa, San Salvador, a group of people staged a protest at the municipality and demanded that authorities stop the felling of trees in the area. Protesters argued that more than 21 communities are being affected by the felling of trees. Members of the Drinking Water Association (ARA) participated in the protest.",0,"crowd size=no report",1663001497,2574,2574,2574,2574
SLV3727,2022-08-24,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","MOVIR: Movement of Victims of the Regime",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica; El Salvador.com",National,"On 24 August 2022, in San Salvador, San Salvador, around 70 members of MOVIR staged a protest outside the office of the Human Rights Ombudsman Office to demand the release of their relatives. They further demanded a meeting with the head of the Human Rights Ombudsman office.",0,"crowd size=around 70",1663001495,10719,13310,15886,10719
SLV3728,2022-08-24,2022,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of El Salvador (2019-)",,1,"MS-13: Mara Salvatrucha",,3,13,,222,"Central America","El Salvador","Santa Ana","Santa Ana",,"Santa Ana",13.9942,-89.5597,3,"La Prensa Grafica; Diario Co Latino",National,"On 24 August 2022, in Santa Ana department, Santa Ana, police authorities arrested one of the national heads of the MS-13 as part of the so-called 'War on Gangs' operation. Authorities stated that he is one of the 15 heads of the MS-13 at the national level. Police also seized long weapons and an antitank rocket. The arrest was carried out after the entry into force of the State of Exception approved by the Legislative Assembly at the request of President Bukele.",0,,1663001495,20921,67945,109745,
SLV3729,2022-08-25,2022,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2019-)",,1,13,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,2,"Diario 1",National,"On 25 August 2022, in the outskirts of San Salvador, San Salvador, there was an armed clash between members of the MS-13 and police officers. The gang members opened fire on the police officers, while the latter were patrolling the area around the Ojo de Agua caserio. As a result of the shooting, the gang member was killed. 1 fatality.",1,,1663001496,10719,13310,15886,15886
SLV3730,2022-08-25,2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","Labor Group (El Salvador)",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"On 25 August 2022, in San Salvador, San Salvador, members of the Union of Embroidery at Home (SITRABORDO) staged a protest outside the legislative assembly to demand that authorities approve a proposal that would benefit their sector.",0,"crowd size=no report",1663001496,10719,13310,15886,10719
